company_name,website,linkedin_url,profile_url
3DLogistiX,https://www.3dlogistix.com/,https://www.linkedin.com/company/3dlogistix,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/3dlogistix
Acme AI Ltd,https://www.acmeai.tech,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/acme-ai-ltd
AegentIQ by Zypero Intellect,https://zypero.com,https://www.linkedin.com/company/aegentiq,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/aegentiq-by-zypero-intellect
AgentCallBack Pte Ltd,https://www.agentcallback.com,https://www.linkedin.com/company/agentcallback,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/agentcallback-pte-ltd
AgGen Technologies,https://www.aggen.lk/,https://www.linkedin.com/company/aggen,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/aggen-technologies
Aggreko,https://www.aggreko.com/en-sg,https://www.linkedin.com/company/aggreko,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/aggreko
AI BRAIN SOLUTIONS PTE. LTD,https://aibrainsolutions.com/,https://www.linkedin.com/company/ai-brain-solutions,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ai-brain-solutions-pte-ltd
"AI PLATFORM CO., LTD",https://www.aiplatform.co.kr/?lang=en,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ai-platform-co-ltd
AI4IV Srl,https://www.ai4iv.com,https://www.linkedin.com/company/ai4iv,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ai4iv-srl
AidMi,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/aidmi
Ailytics Pte Ltd,https://ailytics.ai/,https://www.linkedin.com/company/ailytics,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ailytics-pte-ltd
AIonOS Pte. Ltd.,https://aionos.io/about,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/aionos-pte-ltd-
Aires Applied Quantum Technology,https://www.airesatech.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/aires-applied-quantum-technology
Airia,https://airia.com,https://www.linkedin.com/company/airia-enterprise-ai-simplified,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/airia
AiRTS,https://www.airts.sg/,https://www.linkedin.com/company/airts-pte-ltd,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/airts
Alendei Platforms Pvt Ltd,https://www.alendei.energy,https://www.linkedin.com/company/alendei-green-re,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/alendei-platforms-pvt-ltd
AnalyticsLiv,https://analyticsliv.com/,https://www.linkedin.com/company/analytics-liv,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/analyticsliv
Anord Mardix (Asia) Pte Ltd,https://anordmardix.com/,https://www.linkedin.com/company/anordmardix,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/anord-mardix-asia-pte-ltd
Aortex UG,https://www.aortex.eu,https://www.linkedin.com/company/aortex,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/aortex-ug
Apni Sec Private Limited,https://apnisec.com/,https://www.linkedin.com/company/apnisec,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/apni-sec-private-limited
ARA Holdings,https://www.aracooling.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ara-holdings
Archeda,https://archeda.inc/,https://www.linkedin.com/company/archeda-inc,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/archeda
Arrowmuse Technologies Pvt. Ltd,https://www.arrowmuse.com,https://www.linkedin.com/company/arrowmuse,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/arrowmuse-technologies-pvt-ltd
Artech International,https://artechconsulting.net/,https://www.linkedin.com/company/artechinternational,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/artech-international
Arvant Technologies Pte Ltd,https://arvant.sg,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/arvant-technologies-pte-ltd
Ascensio Systems Pte. Ltd,https://www.onlyoffice.com/,https://www.linkedin.com/company/ascensio-system-sia,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ascensio-systems-pte-ltd
"Ashirase,Inc",https://www.ashirase.com/,https://www.linkedin.com/company/ashirase,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ashiraseinc
Atlantiser,https://www.atlantiser.com/,https://www.linkedin.com/company/atlantiser,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/atlantiser
AW Labs,https://www.awlabs.eu,https://www.linkedin.com/company/105557504,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/aw-labs
Backwell tech Corp. Europe GmbH,https://www.backwelltechcorp.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/backwell-tech-corp-europe-gmbh
Bering Lab,https://www.beringlab.com,https://www.linkedin.com/company/bering-lab-no1,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/bering-lab
BHQ Corp,https://www.bhq.co.jp/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/bhq-corp
Blaize,https://www.blaize.com/,https://www.linkedin.com/company/blaize-ai,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/blaize
Blendata,https://blendata.com,https://www.linkedin.com/company/blendata,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/blendata
Blusink Ltd,https://www.blusink.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/blusink-ltd
Brain Station 23 Tech Sdn Bhd,https://brainstation-23.com/,https://www.linkedin.com/company/brainstation-23,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/brain-station-23-tech-sdn-bhd
Brandsmashers Tech,https://www.brandsmashers.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/brandsmashers-tech
Breezlab PTE. LTD,https://breezlab.ai,https://www.linkedin.com/company/breezlab-pte-ltd,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/breezlab-pte-ltd
BUSAN TECHNOPARK,https://www.btp.or.kr/kor/Main.do,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/busan-technopark
Bytebridge Technology Pte Ltd,https://www.bytebt.com/,https://www.linkedin.com/company/bytebridge-technology,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/bytebridge-technology-pte-ltd
CALIBERFOCUS BUSINESS SOLUTIONS,https://caliberfocus.com/,https://www.linkedin.com/company/caliberfocus,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/caliberfocus-business-solutions
Camzify Global,https://camzify.com,https://www.linkedin.com/company/camzify-global,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/camzify-global
Carbonzeroed,https://carbonzeroed.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/carbonzeroed
Castor Construction Robotics Limited (Shenzhen,https://hkcrc.hk/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/castor-construction-robotics-limited-shenzhen
Cerebro,https://cerebro.ph,https://linkedin.com/company/cerebrolms,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/cerebro
Chainway,https://chainway.net/,https://www.linkedin.com/company/chainwayofficial,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/chainway
"CHENGDU VINCHIN TECHNOLOGY CO., LTD",https://www.vinchin.com/,https://www.linkedin.com/company/13404407,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/chengdu-vinchin-technology-co-ltd
Chhaya,https://chhaya.life/,https://www.linkedin.com/company/chhaya-life,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/chhaya
CLINO HEALTH INNOVATION PVT. LTD,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/clino-health-innovation-pvt-ltd
CloudEngine Digital Pte. Ltd.,https://www.cloudengined.com/,https://www.linkedin.com/company/cloudengine-digital-pte-ltd,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/cloudengine-digital-pte-ltd-
CLUBMOS BLOCKCHAIN ECOSYSTEM,https://www.clubmos.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/clubmos-blockchain-ecosystem
Codepresso. Inc,https://codepresso.io/,https://www.linkedin.com/company/codepresso,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/codepresso-inc
CodeTantra Tech Solutions Pvt Ltd,https://www.codetantra.com,https://www.linkedin.com/company/codetantra,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/codetantra-tech-solutions-pvt-ltd
Convo,https://getconvo.ai,https://www.linkedin.com/company/get-convo-ai,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/convo
CORE,https://corerecovery.asia/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/core
Counto Pte Ltd,https://counto.sg,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/counto-pte-ltd
Counto Pte Ltd,https://counto.sg,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/counto-pte-ltd
Creativeans Pte Ltd,https://brandsbuilder.ai/,https://www.linkedin.com/company/creativeans,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/creativeans-pte-ltd
Creox Computing Singapore,https://www.creoxtech.com/,https://www.linkedin.com/company/creox-computing,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/creox-computing-singapore
CRESCENDO LAB (SINGAPORE) PTE. LTD,https://www.cresclab.com/en,https://www.linkedin.com/company/crescendolab,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/crescendo-lab-singapore-pte-ltd
Crosshub,https://idblock.ai,https://www.linkedin.com/company/crosshubkr,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/crosshub
Crossware Ltd,https://www.crossware365.com/,https://www.linkedin.com/company/crossware-ltd,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/crossware-ltd
CURLSEK.AI,https://curlsek.ai,https://www.linkedin.com/company/curlsek,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/curlsek-ai
CYBER INDUSTRIES SRL,https://www.cyberindustries.it/index_eng.html,https://www.linkedin.com/company/cyber-industries-srl,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/cyber-industries-srl
Cyberette,https://cyberette.ai/,https://www.linkedin.com/company/cyberette,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/cyberette
D Risk - GRC & NeuroMesh - AI,https://digital400.com,https://www.linkedin.com/company/digital400,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/d-risk-grc-neuromesh-ai
Daegu Digital Innovation Promotion Agency,https://www.dip.or.kr,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/daegu-digital-innovation-promotion-agency
Datalec Precision Installations Pte. Ltd,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/datalec-precision-installations-pte-ltd
Demand AI Group,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/demand-ai-group
Dialogg.ai,https://www.dialogg.ai,https://www.linkedin.com/company/dialoggai,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dialogg-ai
Digital Data Communications GmbH,https://digital-data.de/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/digital-data-communications-gmbh
Djaminn,https://djaminn.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/djaminn
Dots for Africa,https://dotsfor.com/,https://www.linkedin.com/company/dots-for-inc,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dots-for-africa
Duon Technologies Incorporated,https://duon.ph,https://www.linkedin.com/company/duon-technologies-inc,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/duon-technologies-incorporated
DWTC test 2,https://companywebsite.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dwtc-test-2
DWTCTest3,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dwtctest3
DWTCTest4,https://www.examplecorp.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dwtctest4
"DXWORKS Co., Ltd",https://dxworks.io,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/dxworks-co-ltd
EDIX Protocol,https://edixchain.io/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/edix-protocol
eero,https://eero.com/,https://www.linkedin.com/company/eero,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eero
Eiiga & RIKAride,https://eiiga.in.th/home/,https://www.linkedin.com/company/eiigathailand,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eiiga-rikaride
Embedded A.I. systems Pte. Ltd,https://nanoveu.com/emass/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/embedded-a-i-systems-pte-ltd
"Emdoor Information Co.,Ltd",https://www.emdoorrugged.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/emdoor-information-co-ltd
Emerging AI,https://www.emergingai.pro/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/emerging-ai
EMVOAI LABS PRIVATE LIMITED,https://www.emvo.ai,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/emvoai-labs-private-limited
Enact Consulting Services,https://zettalgor.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/enact-consulting-services
ERICSSON TELECOMMUNICATIONS PTE LTD,https://www.ericsson.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ericsson-telecommunications-pte-ltd
ERP NEXT,https://www.ahvcs.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/erp-next
ESIGN HK HOLDING LIMITED,https://www.esignglobal.com/,https://www.linkedin.com/company/esignglobal,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/esign-hk-holding-limited
Eventage Pvt Ltd,https://www.eventage.com.pk,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/eventage-pvt-ltd
Evolve Innovative Solutions Pte. Ltd.,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/evolve-innovative-solutions-pte-ltd-
"F1Security, Inc",https://uwss.f1security.co.kr/en,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/f1security-inc
Farmesto Technologies Inc,https://www.farmestotech.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/farmesto-technologies-inc
FEHA,https://feha.io/,https://www.linkedin.com/company/feha-international-consulting,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/feha
FerroptoCure Inc,https://ferroptocure.com/en,https://www.linkedin.com/company/105206245,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ferroptocure-inc
fileAI,https://www.file.ai/,https://www.linkedin.com/company/file-ai,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/fileai
Fintalex,https://www.yayaapp.lk,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/fintalex
Firsty,https://www.firsty.app/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/firsty
Fixing Dots,https://www.fixingdots.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/fixing-dots
Forescout Technologies,https://www.forescout.com/,https://www.linkedin.com/company/forescout-technologies,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/forescout-technologies
Gaadin Technologies Pvt Ltd,https://www.gaadin.ai,https://www.linkedin.com/company/gaadin,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/gaadin-technologies-pvt-ltd
Gen Digital,https://gendigital.com/,https://www.linkedin.com/company/gendigitalinc,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/gen-digital
Gleematic AI Agents,https://gleematic.com/,https://www.linkedin.com/company/gleematic,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/gleematic-ai-agents
GMI COMPUTING INTERNATIONAL LTD TAIWAN BRANCH,https://www.gmicloud.ai,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/gmicomputinginternationalltdtaiwanbranch
Gorilla Technology Group,https://gorilla-technology.com/,https://www.linkedin.com/company/gorilla-technology-group,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/gorilla-technology-group
GradeChum,https://gradechum.com,https://www.linkedin.com/company/gradechum,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/gradechum
"Grandstream Networks, Inc",https://www.grandstream.com/,https://www.linkedin.com/company/grandstream-networks,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/grandstream-networks-inc
GreenVisionsPh a.k.a. Waste4Good Tech,https://www.greenvisionsph.com | https://waste4good.co,https://www.linkedin.com/company/greenvisionsph,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/greenvisionsph-a-k-a-waste4good-tech
Groundup.ai Pte Ltd,https://groundup.ai/,https://www.linkedin.com/company/groundupai,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/groundup-ai-pte-ltd
"Guangdong Yingshi Computer Technology Co., Ltd",https://www.coremail.ai/,https://www.linkedin.com/company/coremail,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/guangdong-yingshi-computer-technology-co-ltd
GYTWorkz Technologies Private Limited,https://www.gytworkz.com/,https://www.linkedin.com/company/gytworkz,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/gytworkz-technologies-private-limited
H3C TECHNOLOGIES PTE. LTD.,https://www.h3c.com/en,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/h3ctechnologiespte-ltd-
H3C TECHNOLOGIES PTE. LTD.,https://www.h3c.com/en,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/h3c-technologies-pte-ltd-
HCLSoftware,https://www.hcltechsw.com,https://www.linkedin.com/company/hclsoftware,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/hclsoftware
Hiphype Tech,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/hiphype-tech
Hiphype Tech,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/hiphype-tech
"HK STES TECHNOLOGY CO., LIMITED",https://www.stesz.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/hk-stes-technology-co-limited
Homi Collective Pte Ltd,https://homi.com.sg,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/homi-collective-pte-ltd
Hopvinna Technologies Private Limited,https://www.hopvinna.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/hopvinna-technologies-private-limited
hub.brussels,https://hub.brussels/en/,https://www.linkedin.com/company/hub-brussels,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/hub-brussels
Hydra Host,https://hydrahost.com/,https://www.linkedin.com/company/hydrahost,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/hydra-host
Hydroleap Pte. Ltd,https://www.hydroleap.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/hydroleap-pte-ltd
HyreTech,https://hyretech.ai,https://www.linkedin.com/company/hyretech-ai,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/hyretech
iCool Limited,https://www.i2cool.com,https://www.linkedin.com/company/i2cool-limited,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/icool-limited
"iFLYTEK Co.,Ltd",https://www.iflytek.com,https://www.linkedin.com/company/iflytekcoltd.,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/iflytek-co-ltd
iGenius AI,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/igenius-ai
Indus Net Technologies Ltd. (INT,https://intglobal.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/indus-net-technologies-ltd-int
INIT D TECH PTE LTD,https://initd.ai,https://www.linkedin.com/company/initdsg,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/init-d-tech-pte-ltd
INNO3D,https://www.inno3d.com,https://www.linkedin.com/company/inno3d,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/inno3d
Innoadz,https://innoadz.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/innoadz
JFrog Limited,https://jfrog.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/jfrog-limited
Joyseek AI,https://joyseek.ai/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/joyseek-ai
Kama Digital Transformation,https://kamadt.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kama-digital-transformation
Kaspersky Lab Switzerland GmbH,https://www.kaspersky.ru/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kaspersky-lab-switzerland-gmbh
KCM Trade,https://www.kcmtradeai.com/,https://www.linkedin.com/company/kcmtrade-global,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kcm-trade
KEGMIL,https://www.kegmil.com,https://www.linkedin.com/company/kegmil,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kegmil
"KIWONTECH Co., Ltd",https://www.kiwontech.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/kiwontech-co-ltd
