company_name,website,linkedin_url,profile_url
Korea Deep Learning,https://global.koreadeep.com/,https://www.linkedin.com/company/koreadeeplearning,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/korea-deep-learning
Laserfiche,https://www.laserfiche.com,https://www.linkedin.com/company/19414,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/laserfiche
"Letitu Co.,Ltd",https://www.letitu.org,https://www.linkedin.com/company/letitu-corp,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/letitu-co-ltd
LIFESCAPES Inc,https://lifescapes.jp/,https://www.linkedin.com/company/lifescapes-bci,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/lifescapes-inc
Links International,https://linksinternational.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/links-international
Literal Labs,https://literal-labs.ai,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/literal-labs
Long Bridge Securities Pte Ltd,https://longbridge.com/sg/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/long-bridge-securities-pte-ltd
LV Energy,https://www.lvenergy.io,https://www.linkedin.com/company/lvenergy,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/lv-energy
Maanz AI (Private) Limited,https://www.praid-ai.com,https://www.linkedin.com/company/praid-ai,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/maanz-ai-private-limited
ManageEngine,https://www.manageengine.com/,https://www.linkedin.com/company/manageengine,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/manageengine
MarinaChain,https://www.marinachain.io/,https://www.linkedin.com/company/marinachain,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/marinachain
MarsDevs Global Solutions,https://www.marsdevs.com,https://www.linkedin.com/company/marsdevs,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/marsdevs-global-solutions
Maxmachines Technology Pte ltd,https://maxmachinestech.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/maxmachines-technology-pte-ltd
MEDIFUN Inc,https://www.medifun.co.kr,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/medifun-inc
Medz Fit,https://medz.fit/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/medz-fit
MELAKA,https://www.gendia.ai,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/melaka
Momen.app,https://momen.app/,https://www.linkedin.com/company/momen-hq,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/momen-app
Moomoo Finacial Singapore Pte Ltd,https://www.moomoo.com/sg,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/moomoo-finacial-singapore-pte-ltd
N3XGEN IO INC,https://n3xgen.io/,https://www.linkedin.com/company/99092682,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/n3xgen-io-inc
Netherlands Embassy in Singapore,https://www.netherlandsandyou.nl/web/singapore,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/netherlands-embassy-in-singapore
"Netlink Software Group America, Inc",https://www.netlink.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/netlinksoftwaregroupamericainc
"NEXCOM International Co., Ltd",https://www.nexcom.com/,https://www.linkedin.com/company/nexcom-international,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/nexcom-international-co-ltd
Nextcloud GmbH,https://nextcloud.com/,https://www.linkedin.com/company/10827569,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/nextcloud-gmbh
NinjaOne,https://www.ninjaone.com/,https://www.linkedin.com/company/ninjaone,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ninjaone
NovaGlobal Pte Ltd,https://novaglobal.com.sg/,https://linkedin.com/company/novaglobal-pte-ltd,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/novaglobal-pte-ltd
NXAI,https://nxai.com,https://www.linkedin.com/company/30957552,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/nxai
OCR Studio,https://ocrstudio.ai/,https://www.linkedin.com/company/ocr-studio?trk=blended-typeahead,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ocr-studio
Odoo HK Limited,https://www.odoo.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/odoo-hk-limited
"OMNI C&S, Inc",https://www.omnifit.co.kr/en/main,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/omni-cs-inc
OmniNexus,https://omninexus.io,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/omninexus
OneIot - Built Exactly How You Need It,https://oneiot.io,https://www.linkedin.com/company/oneiot-official,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/oneiot-built-exactly-how-you-need-it
Osome,https://osome.com,https://www.linkedin.com/company/weareosome,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/osome
PATHSDATA LLC,https://www.pathsdata.com,https://www.linkedin.com/company/pathsdata,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/pathsdata-llc
Physiologas Technologies Inc,https://physiologas.co.jp/en-index.html,https://www.linkedin.com/company/physiologas,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/physiologas-technologies-inc
"Plainbit Co.,Ltd",https://www.plainbit.co.kr/en,https://www.linkedin.com/company/plainbit,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/plainbit-co-ltd
Planet Technology Corporation,https://www.planet.com.tw/en,https://www.linkedin.com/company/planet-technology-hq,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/planet-technology-corporation
PNPSRCURE Inc,https://en.pnpsecure.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/pnpsrcure-inc
Postman,https://www.postman.com,https://www.linkedin.com/company/postman-platform,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/postman
pQCee,https://www.pqcee.com,https://linkedin.com/company/pqcee,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/pqcee
Pragnakalp Techlabs,https://www.pragnakalp.com,https://www.linkedin.com/company/pragnakalp,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/pragnakalp-techlabs
Pro5 Pte. Ltd,https://www.pro5.ai/,https://www.linkedin.com/company/pro5-ai,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/pro5-pte-ltd
Property Technology Solutions   Inc.,https://collo.ph,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/property-technology-solutions-inc-
PROTUM,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/protum
Providus Technologies,https://www.providus.io,https://www.linkedin.com/company/providus-technologies,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/providus-technologies
Proximus Global,https://www.proximusglobal.com/,https://www.linkedin.com/company/proximusglobal,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/proximus-global
PT. Telekomunikasi Indonesia International,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/pt-telekomunikasi-indonesia-international
QE Digital Sdn Bhd,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/qe-digital-sdn-bhd
Qianhai Shenzhen-Hong Kong Youth Innovation and Entrepreneur Hub,https://ehub.hk.cn/en/about_dream_works,https://www.linkedin.com/company/qhehub,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/qianhai-shenzhen-hong-kong-youth-innovation-and-entrepreneur-hub
"QunaSys, Inc",https://qunasys.com/en/,https://www.linkedin.com/company/qunasys,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/qunasys-inc
Rapifuzz Private Limited,https://rapifuzz.in/,https://www.linkedin.com/company/rapifuzz,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/rapifuzz-private-limited
Rayda Inc,https://www.rayda.co,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/rayda-inc
RealTime Analytics Pte Ltd,https://realtimear.com/,https://www.linkedin.com/company/realtimear,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/realtime-analytics-pte-ltd
REPUBLIC POLYTECHNIC,https://www.rp.edu.sg,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/republic-polytechnic
RPI AI Lab,https://www.rpigroup.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/rpi-ai-lab
RURTECH FOR ARAYANS LLP,https://rurtechforarayans.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/rurtech-for-arayans-llp
SAI TECHNO SOLUTIONS PRIVATE LIMITED,https://saitechnosolutions.com/,https://www.linkedin.com/company/30900617,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sai-techno-solutions-private-limited
SAIS / CIRCULAR Programme,https://www.giz.de,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sais-circular-programme
SAIS / CIRCULAR Programme,https://www.giz.de,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sais-circular-programme
Savinvest,https://www.savinvest.co.uk,https://www.linkedin.com/company/savinvest,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/savinvest
Saviynt Singapore pte. ltd,https://saviynt.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/saviynt-singapore-pte-ltd
Scalping Tubarão  |  PXK,https://im.page/scalpingtubarao,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/scalping-tubaro-pxk
Scribo,https://www.scribo.com.hk/en,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/scribo
Security Hero,https://www.retrust.world/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/security-hero
SendQuick Pte Ltd,https://www.sendquick.com,https://www.linkedin.com/company/sendquick-pte-ltd,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sendquick-pte-ltd
SenzAgro Solutions,https://senzagro.com,https://www.linkedin.com/company/senzagrotech,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/senzagro-solutions
SEO Hacker,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/seo-hacker
SGTech,https://www.sgtech.org.sg/,https://www.linkedin.com/company/sgtechsocial,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sgtech
"Shanghai Baud Data Communication Co., Ltd",https://www.bdcom.cn,https://www.linkedin.com/company/bdcom1994,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/shanghai-baud-data-communication-co-ltd
"Shanghai Baud Data Communication Co., Ltd.",https://www.bdcom.com.cn,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/shanghai-baud-data-communication-co-ltd-
Shanghai Information2 Software Inc,https://www.info2soft.com,https://www.linkedin.com/company/information2-software,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/shanghai-information2-software-inc
Shenzhen AOYI Technology Limied,https://www.aoyismart.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/shenzhen-aoyi-technology-limied
"Shenzhen Luckystar Technology Co.,Ltd",https://www.luckystar.com.cn,https://www.linkedin.com/company/shenzhen-luckystar-technology-co-ltd,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/shenzhen-luckystar-technology-co-ltd
Siddhu Consultancy Services Pvt Ltd,https://www.siddhucs.com,https://www.linkedin.com/company/siddhucs,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/siddhu-consultancy-services-pvt-ltd
Simple Dot Ltd,https://www.simpledot.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/simple-dot-ltd
Simplism.io,https://simplism.io,https://www.linkedin.com/company/simplism,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/simplism-io
Skyverse888 Foundation Inc,https://www.skyverse888foundations.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/skyverse888-foundation-inc
"SmartM2M Co., Ltd.",,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/smartm2m-co-ltd-
Social Links,https://sociallinks.io/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/social-links
Sono Holding Sdn Bhd,https://sonoholding.asia,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sono-holding-sdn-bhd
Spazio Ideale,https://www.spazioideale.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/spazio-ideale
Splashtop (Singapore) Pte Ltd,https://www.splashtop.com,https://www.linkedin.com/company/splashtop,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/splashtop-singapore-pte-ltd
SPM Industries,https://www.spm.industries/index.html,https://www.linkedin.com/company/spm-industries,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/spm-industries
STACK CONSOLE CLOUD SOLUTIONS PRIVATE LIMITED,https://www.stackconsole.io,https://www.linkedin.com/company/stack-console,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/stack-console-cloud-solutions-private-limited
"SUNWAVE COMMUNICATIONS CO., LTD",https://www.sunwave.com/,https://www.linkedin.com/company/sunwave-communications-co-ltd-,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sunwave-communications-co-ltd
Sustainable Waste Management (Pvt) Ltd,https://swm.lk,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sustainable-waste-management-pvt-ltd
Syngrid Technologies Pte Ltd,https://syngrid.com/,https://www.linkedin.com/company/syngrid-tech-pvt-ltd,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/syngrid-technologies-pte-ltd
"Synovate Technologies (Shenzhen) Co., Ltd",https://www.synovate.tech,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/synovate-technologies-shenzhen-co-ltd
T&T - DUBAI & USA COMPANY SET UPS,https://talrejaandtalreja.com/,https://www.linkedin.com/company/talreja-talreja-llc,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tt-dubai-usa-company-set-ups
"T-Global Technology Co., Ltd",https://www.tglobalcorp.com/,https://www.linkedin.com/company/t-globaltechnologyco.ltd.,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/t-global-technology-co-ltd
Talent Hero Ventures Limited,https://talenthero.co/,https://www.linkedin.com/company/talenthero1,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/talent-hero-ventures-limited
Tanium Singapore PTE LTD,https://www.tanium.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tanium-singapore-pte-ltd
Tarkiz Infotech Private Limited,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tarkiz-infotech-private-limited
Tech Care System Company Limited,https://www.techcareholding.com/en/tech-care-system,https://www.linkedin.com/company/tech-care-system,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tech-care-system-company-limited
TECHNOLOGY APPLICATION AND PROMOTION INSTITUTE,https://tapi.dost.gov.ph,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/technology-application-and-promotion-institute
Techsacare PTE LTD,https://www.techsaCare.com,https://www.linkedin.com/company/techsacare,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/techsacare-pte-ltd
TechTez LLP,https://www.techtez.com,https://www.linkedin.com/company/74363156,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/techtez-llp
Tecnomic Systems Pte ltd,https://www.tecnomicsystems.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tecnomic-systems-pte-ltd
Terrascale Software Solutions LLP,https://www.cloudyali.io,https://www.linkedin.com/company/cloudyali,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/terrascale-software-solutions-llp
Thatware LLP,https://thatware.co/,https://www.linkedin.com/company/14430162,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/thatware-llp
The Enterprise People Pte Ltd,https://theenterprisepeople.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/the-enterprise-people-pte-ltd
The Government of Moscow,https://www.mos.ru/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/the-government-of-moscow
Tiger Brokers,https://www.tigerbrokers.com,https://www.linkedin.com/company/tigerbrokers,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tiger-brokers
Timekettle,https://www.timekettle.co/pages/about-timekettle,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/timekettle
TopoLogic Inc,https://www.topologic.jp/en,https://www.linkedin.com/company/topologicinc,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/topologic-inc
TRANSFONG VENTURES PTE LTD,https://transfong.com/,https://www.linkedin.com/company/transfong,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/transfong-ventures-pte-ltd
Translead Inc,https://translead.jp/,https://www.linkedin.com/company/108480449,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/translead-inc
Trynocode,https://trynocode.com,https://www.linkedin.com/company/trynocodecom,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/trynocode
TXOne Networks,https://www.txone.com/,https://www.linkedin.com/company/txone-networks,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/txone-networks
UAQ Free Trade Zone,https://uaqftz.gov.ae/,https://www.linkedin.com/company/uaqftz,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/uaq-free-trade-zone
UNIVERSE AI INC,https://www.univs.ai,https://www.linkedin.com/company/univsai,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/universe-ai-inc
UNL Global,https://unl.global,https://www.linkedin.com/company/unlglobal,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/unl-global
Unlock Future Fintech Private Limited,https://fairvaluation.com/,https://www.linkedin.com/company/unlockfuture,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/unlock-future-fintech-private-limited
Utech Technologies (Pvt) Ltd,https://www.utech.lk,https://www.linkedin.com/company/utech-technologies,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/utech-technologies-pvt-ltd
"VADA Platform Co., Ltd",https://safeean.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/vada-platform-co-ltd
Valuecoders India LLP,,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/valuecoders-india-llp
Verge Systems FZE,https://www.vergesystems.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/verge-systems-fze
Version 2 Singapore Pte Ltd,https://version-2.com.sg/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/version-2-singapore-pte-ltd
Vertiv,https://www.vertiv.com/en-asia,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/vertiv
Vertiv (Singapore) Holdings Pte Ltd,https://www.vertiv.com/en-asia,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/vertiv-singapore-holdings-pte-ltd
VoicEraCx.ai,https://www.voiceracx.com/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/voiceracx-ai
Voyagence AI Technology,https://www.voyagenceai.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/voyagence-ai-technology
WartinLabs Technologies LLP,https://www.wartinlabs.com,https://www.linkedin.com/company/wartin-labs,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/wartinlabs-technologies-llp
Wasabi Technologies Singapore Pte Ltd,https://www.wasabi.com,https://www.linkedin.com/company/wasabitechnologies,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/wasabi-technologies-singapore-pte-ltd
WearWi$e,https://app.emergent.sh/share?app=wardobe-first,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/wearwie
WEHLO Resilience Technology   Corporation,https://usher.ph/,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/wehlo-resilience-technology-corporation
WELL-BEING ECONOMY ACCELERATOR TOKYO,https://we-at.tokyo/en/,https://www.linkedin.com/company/we-at,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/well-being-economy-accelerator-tokyo
Xaltius Pte. Ltd,https://WWW.XALTIUSACADEMY.COM,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/xaltius-pte-ltd
XPROGUARD,https://xproguard.com/,https://www.linkedin.com/company/xproguard,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/xproguard
XStar Technology Pte Ltd,https://www.xstar.sg/,https://www.linkedin.com/company/108548261,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/xstar-technology-pte-ltd
YAGHMA,https://www.yaghma.nl/surikas,https://www.linkedin.com/company/yaghma,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/yaghma
Yash Technologies Singapore Pte Limited,https://www.yash.com/,https://www.linkedin.com/company/yash-technologies,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/yash-technologies-singapore-pte-limited
Zeroe,https://zeroe.io,https://www.linkedin.com/company/zeroe-io,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/zeroe
"Zyforte, Inc",https://www.zyforte.com,,https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/zyforte-inc
